side,record_id,language,text,entities,extracted_context,proxies,publication_year,risk_flags,duplicate_terms,unsupported_molecule_count,title_year_disagrees
content,C043,ID,Profil Obat Statins pada Acute Coronary Syndrome,"{""disease_entity"": ""Acute Coronary Syndrome"", ""molecule_entity"": ""Rosuvastatin"", ""drug_class_entity"": ""Statins"", ""therapeutic_area"": ""Cardiology""}",{},dose_from_drug_profile,2020,molecule_without_literal_support;context_type_proxy,0,1,False
content,C044,EN,Safety Profile of Furosemide in Heart Failure,"{""disease_entity"": ""Heart Failure"", ""molecule_entity"": ""Furosemide"", ""drug_class_entity"": ""Loop diuretics"", ""therapeutic_area"": ""Cardiology""}",{},,2024,,0,0,False
content,C045,ID,Metoprolol pada Pasien Heart Failure: Studi Kohort,"{""disease_entity"": ""Heart Failure"", ""molecule_entity"": ""Metoprolol"", ""drug_class_entity"": ""Beta blockers selective"", ""therapeutic_area"": ""Cardiology""}",{},,2021,,0,0,False
content,C046,MIXED,Treatment Intensification in Atrial Fibrillation: When and How,"{""disease_entity"": ""Atrial Fibrillation"", ""molecule_entity"": ""Amlodipine"", ""drug_class_entity"": ""Calcium channel blockers"", ""therapeutic_area"": ""Cardiology""}",{},,2023,molecule_without_literal_support,0,1,False
content,C047,EN,Drug Interactions: Losartan in Chronic Kidney Disease Patients,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Losartan; Empagliflozin"", ""drug_class_entity"": ""ARBs; SGLT2 inhibitors"", ""therapeutic_area"": ""Nephrology""}",{},,2025,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C048,ID,Panduan Klinis: Tatalaksana Chronic Kidney Disease 2022,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Empagliflozin"", ""drug_class_entity"": ""SGLT2 inhibitors"", ""therapeutic_area"": ""Nephrology""}","{""year"": 2022}",,2022,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C049,EN,Safety Profile of Furosemide in Nephrotic Syndrome,"{""disease_entity"": ""Nephrotic Syndrome"", ""molecule_entity"": ""Furosemide; Furosemide"", ""drug_class_entity"": ""Loop diuretics; Loop diuretics"", ""therapeutic_area"": ""Nephrology""}",{},,2022,duplicate_metadata,2,0,False
content,C050,ID,Chronic Kidney Disease pada Populasi Khusus: Pendekatan Praktis,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Empagliflozin"", ""drug_class_entity"": ""SGLT2 inhibitors"", ""therapeutic_area"": ""Nephrology""}",{},,2025,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C051,EN,Clinical Practice Guideline: Nephrotic Syndrome Management 2022,"{""disease_entity"": ""Nephrotic Syndrome"", ""molecule_entity"": ""Furosemide"", ""drug_class_entity"": ""Loop diuretics"", ""therapeutic_area"": ""Nephrology""}","{""year"": 2022}",,2022,molecule_without_literal_support,0,1,False
content,C052,EN,Clinical Summary: Chronic Kidney Disease Management Update 2024,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Dapagliflozin; Dapagliflozin"", ""drug_class_entity"": ""SGLT2 inhibitors; SGLT2 inhibitors"", ""therapeutic_area"": ""Nephrology""}","{""year"": 2024}",,2024,molecule_without_literal_support;population_or_comorbidity;duplicate_metadata,2,1,False
content,C053,MIXED,Furosemide in Nephrotic Syndrome: Real-World Outcomes,"{""disease_entity"": ""Nephrotic Syndrome"", ""molecule_entity"": ""Furosemide"", ""drug_class_entity"": ""Loop diuretics"", ""therapeutic_area"": ""Nephrology""}",{},,2025,,0,0,False
content,C054,ID,Efektivitas Loop diuretics pada Nephrotic Syndrome,"{""disease_entity"": ""Nephrotic Syndrome"", ""molecule_entity"": ""Furosemide"", ""drug_class_entity"": ""Loop diuretics"", ""therapeutic_area"": ""Nephrology""}",{},,2024,molecule_without_literal_support,0,1,False
content,C055,ID,Nephrotic Syndrome pada Populasi Khusus: Pendekatan Praktis,"{""disease_entity"": ""Nephrotic Syndrome"", ""molecule_entity"": ""Furosemide"", ""drug_class_entity"": ""Loop diuretics"", ""therapeutic_area"": ""Nephrology""}",{},,2025,molecule_without_literal_support,0,1,False
content,C056,EN,Biomarkers in Chronic Kidney Disease: Implications for SGLT2 inhibitors Therapy,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Empagliflozin; Ramipril"", ""drug_class_entity"": ""SGLT2 inhibitors; ACE inhibitors"", ""therapeutic_area"": ""Nephrology""}",{},,2023,molecule_without_literal_support;population_or_comorbidity,0,2,False
content,C057,EN,Switching Therapy in Chronic Kidney Disease: A Step-by-Step Guide,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Ramipril; Losartan"", ""drug_class_entity"": ""ACE inhibitors; ARBs"", ""therapeutic_area"": ""Nephrology""}",{},,2024,molecule_without_literal_support;population_or_comorbidity,0,2,False
content,C058,EN,Case Series: SGLT2 inhibitors in Refractory Chronic Kidney Disease,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Empagliflozin"", ""drug_class_entity"": ""SGLT2 inhibitors"", ""therapeutic_area"": ""Nephrology""}","{""prior_treatment_failure_flag"": true}",,2024,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C059,EN,Safety Profile of Empagliflozin in Chronic Kidney Disease,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Empagliflozin"", ""drug_class_entity"": ""SGLT2 inhibitors"", ""therapeutic_area"": ""Nephrology""}",{},,2022,population_or_comorbidity,0,0,False
content,C060,EN,Case Report: Atypical Presentation of Chronic Kidney Disease,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Ramipril"", ""drug_class_entity"": ""ACE inhibitors"", ""therapeutic_area"": ""Nephrology""}",{},,2023,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C061,ID,Profil Keamanan Dapagliflozin pada Chronic Kidney Disease,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Dapagliflozin"", ""drug_class_entity"": ""SGLT2 inhibitors"", ""therapeutic_area"": ""Nephrology""}",{},,2024,population_or_comorbidity,0,0,False
content,C062,ID,Konsensus Nasional: Chronic Kidney Disease di Indonesia 2022,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Empagliflozin"", ""drug_class_entity"": ""SGLT2 inhibitors"", ""therapeutic_area"": ""Nephrology""}","{""year"": 2022}",,2022,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C063,MIXED,Systematic Review: Loop diuretics in Nephrotic Syndrome,"{""disease_entity"": ""Nephrotic Syndrome"", ""molecule_entity"": ""Furosemide; Furosemide"", ""drug_class_entity"": ""Loop diuretics; Loop diuretics"", ""therapeutic_area"": ""Nephrology""}",{},comparison_from_review,2020,molecule_without_literal_support;context_type_proxy;duplicate_metadata,2,1,False
content,C064,MIXED,Successful Management of Severe Nephrotic Syndrome with Furosemide,"{""disease_entity"": ""Nephrotic Syndrome"", ""molecule_entity"": ""Furosemide; Furosemide"", ""drug_class_entity"": ""Loop diuretics; Loop diuretics"", ""therapeutic_area"": ""Nephrology""}",{},,2022,duplicate_metadata,2,0,False
content,C065,ID,Profil Keamanan Losartan pada Chronic Kidney Disease,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Losartan; Losartan"", ""drug_class_entity"": ""ARBs; ARBs"", ""therapeutic_area"": ""Nephrology""}",{},,2025,population_or_comorbidity;duplicate_metadata,2,0,False
content,C066,ID,Panduan Praktis: Memulai Furosemide pada Nephrotic Syndrome,"{""disease_entity"": ""Nephrotic Syndrome"", ""molecule_entity"": ""Furosemide"", ""drug_class_entity"": ""Loop diuretics"", ""therapeutic_area"": ""Nephrology""}",{},,2023,,0,0,False
content,C067,MIXED,Consensus Statement: Loop diuretics Use in Nephrotic Syndrome,"{""disease_entity"": ""Nephrotic Syndrome"", ""molecule_entity"": ""Furosemide"", ""drug_class_entity"": ""Loop diuretics"", ""therapeutic_area"": ""Nephrology""}",{},,2024,molecule_without_literal_support,0,1,False
content,C068,ID,Chronic Kidney Disease pada Populasi Khusus: Pendekatan Praktis,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Losartan; Ramipril"", ""drug_class_entity"": ""ARBs; ACE inhibitors"", ""therapeutic_area"": ""Nephrology""}",{},,2020,molecule_without_literal_support;population_or_comorbidity,0,2,False
content,C069,EN,Long-term Outcomes of SGLT2 inhibitors Therapy in Chronic Kidney Disease,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Empagliflozin"", ""drug_class_entity"": ""SGLT2 inhibitors"", ""therapeutic_area"": ""Nephrology""}",{},,2023,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C070,EN,Ischaemic Stroke in Special Populations: Practical Guidance,"{""disease_entity"": ""Ischaemic Stroke"", ""molecule_entity"": ""Alteplase; Aspirin"", ""drug_class_entity"": ""Thrombolytics; Platelet aggregation inhibitors"", ""therapeutic_area"": ""Neurology""}",{},,2020,molecule_without_literal_support,0,2,False
content,C071,MIXED,Asia-Pacific Guideline: Epilepsy in Primary Care 2022,"{""disease_entity"": ""Epilepsy"", ""molecule_entity"": ""Valproate"", ""drug_class_entity"": ""Fatty acid derivatives"", ""therapeutic_area"": ""Neurology""}","{""year"": 2022}",,2022,molecule_without_literal_support,0,1,False
content,C072,EN,National Guideline: Migraine Diagnosis and Treatment,"{""disease_entity"": ""Migraine"", ""molecule_entity"": ""Topiramate"", ""drug_class_entity"": ""Antiepileptics other"", ""therapeutic_area"": ""Neurology""}",{},,2020,molecule_without_literal_support,0,1,False
content,C073,MIXED,Quick Reference: Antiepileptics other Dosing in Migraine,"{""disease_entity"": ""Migraine"", ""molecule_entity"": ""Topiramate"", ""drug_class_entity"": ""Antiepileptics other"", ""therapeutic_area"": ""Neurology""}","{""dose_context_flag"": true}",,2021,molecule_without_literal_support,0,1,False
content,C074,MIXED,Topiramate Real-World Evidence in Migraine: A Retrospective Study,"{""disease_entity"": ""Migraine"", ""molecule_entity"": ""Topiramate; Topiramate"", ""drug_class_entity"": ""Antiepileptics other; Antiepileptics other"", ""therapeutic_area"": ""Neurology""}",{},,2023,duplicate_metadata,2,0,False
content,C075,MIXED,Migraine in Pregnancy: Safety and Management Guide,"{""disease_entity"": ""Migraine"", ""molecule_entity"": ""Topiramate; Topiramate"", ""drug_class_entity"": ""Antiepileptics other; Antiepileptics other"", ""therapeutic_area"": ""Neurology""}","{""pregnancy_status"": ""pregnant""}",,2025,molecule_without_literal_support;population_or_comorbidity;duplicate_metadata,2,1,False
content,C076,MIXED,Levetiracetam Drug Profile: Efficacy in Epilepsy,"{""disease_entity"": ""Epilepsy"", ""molecule_entity"": ""Levetiracetam"", ""drug_class_entity"": ""Antiepileptics other"", ""therapeutic_area"": ""Neurology""}",{},dose_from_drug_profile,2024,context_type_proxy,0,0,False
content,C077,ID,Hasil Jangka Panjang Terapi Fatty acid derivatives pada Epilepsy,"{""disease_entity"": ""Epilepsy"", ""molecule_entity"": ""Valproate; Valproate"", ""drug_class_entity"": ""Fatty acid derivatives; Fatty acid derivatives"", ""therapeutic_area"": ""Neurology""}",{},,2021,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C078,EN,Drug Interactions: Levodopa-carbidopa in Parkinson Disease Patients,"{""disease_entity"": ""Parkinson Disease"", ""molecule_entity"": ""Levodopa-carbidopa; Valproate"", ""drug_class_entity"": ""Dopaminergic agents; Fatty acid derivatives"", ""therapeutic_area"": ""Neurology""}",{},,2022,molecule_without_literal_support,0,1,False
content,C079,EN,Topiramate Real-World Evidence in Migraine: A Retrospective Study,"{""disease_entity"": ""Migraine"", ""molecule_entity"": ""Topiramate; Topiramate"", ""drug_class_entity"": ""Antiepileptics other; Antiepileptics other"", ""therapeutic_area"": ""Neurology""}",{},,2025,duplicate_metadata,2,0,False
content,C080,EN,Treatment Intensification in Epilepsy: When and How,"{""disease_entity"": ""Epilepsy"", ""molecule_entity"": ""Valproate"", ""drug_class_entity"": ""Fatty acid derivatives"", ""therapeutic_area"": ""Neurology""}",{},,2025,molecule_without_literal_support,0,1,False
content,C081,EN,Parkinson Disease in atrial fibrillation: Special Considerations,"{""disease_entity"": ""Parkinson Disease"", ""molecule_entity"": ""Levodopa-carbidopa"", ""drug_class_entity"": ""Dopaminergic agents"", ""therapeutic_area"": ""Neurology""}",{},,2020,molecule_without_literal_support,0,1,False
content,C082,EN,Rare Adverse Event of Aspirin in Ischaemic Stroke,"{""disease_entity"": ""Ischaemic Stroke"", ""molecule_entity"": ""Aspirin"", ""drug_class_entity"": ""Platelet aggregation inhibitors"", ""therapeutic_area"": ""Neurology""}",{},,2022,,0,0,False
content,C083,ID,Laporan Kasus: Migraine dengan COPD,"{""disease_entity"": ""Migraine"", ""molecule_entity"": ""Topiramate"", ""drug_class_entity"": ""Antiepileptics other"", ""therapeutic_area"": ""Neurology""}",{},,2020,molecule_without_literal_support,0,1,False
content,C084,MIXED,Dose Adjustment of Valproate in Renal and Hepatic Impairment,"{""disease_entity"": ""Parkinson Disease"", ""molecule_entity"": ""Valproate"", ""drug_class_entity"": ""Fatty acid derivatives"", ""therapeutic_area"": ""Neurology""}","{""dose_context_flag"": true, ""hepatic_impairment_flag"": true}",,2023,population_or_comorbidity,0,0,False
content,C085,ID,Pedoman PNPK: Ischaemic Stroke,"{""disease_entity"": ""Ischaemic Stroke"", ""molecule_entity"": ""Aspirin; Alteplase"", ""drug_class_entity"": ""Platelet aggregation inhibitors; Thrombolytics"", ""therapeutic_area"": ""Neurology""}",{},,2023,molecule_without_literal_support,0,2,False
content,C086,EN,Risk Stratification in Migraine: Current Approaches,"{""disease_entity"": ""Migraine"", ""molecule_entity"": ""Topiramate; Topiramate"", ""drug_class_entity"": ""Antiepileptics other; Antiepileptics other"", ""therapeutic_area"": ""Neurology""}",{},,2025,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C087,EN,Switching Therapy in Ischaemic Stroke: A Step-by-Step Guide,"{""disease_entity"": ""Ischaemic Stroke"", ""molecule_entity"": ""Alteplase"", ""drug_class_entity"": ""Thrombolytics"", ""therapeutic_area"": ""Neurology""}",{},,2021,molecule_without_literal_support,0,1,False
content,C088,ID,Perbandingan Valproate dan Valproate pada Parkinson Disease,"{""disease_entity"": ""Parkinson Disease"", ""molecule_entity"": ""Valproate; Valproate"", ""drug_class_entity"": ""Fatty acid derivatives; Fatty acid derivatives"", ""therapeutic_area"": ""Neurology""}",{},,2024,duplicate_metadata,2,0,False
content,C089,ID,Perbandingan Topiramate dan Topiramate pada Migraine,"{""disease_entity"": ""Migraine"", ""molecule_entity"": ""Topiramate"", ""drug_class_entity"": ""Antiepileptics other"", ""therapeutic_area"": ""Neurology""}",{},,2024,,0,0,False
content,C090,EN,Monitoring Parameters for Fatty acid derivatives in Parkinson Disease,"{""disease_entity"": ""Parkinson Disease"", ""molecule_entity"": ""Valproate; Levodopa-carbidopa"", ""drug_class_entity"": ""Fatty acid derivatives; Dopaminergic agents"", ""therapeutic_area"": ""Neurology""}",{},,2025,molecule_without_literal_support,0,2,False
content,C091,ID,Valproate: Farmakologi dan Penggunaan Klinis pada Parkinson Disease,"{""disease_entity"": ""Parkinson Disease"", ""molecule_entity"": ""Valproate"", ""drug_class_entity"": ""Fatty acid derivatives"", ""therapeutic_area"": ""Neurology""}",{},dose_from_drug_profile,2021,context_type_proxy,0,0,False
content,C092,ID,Hasil Jangka Panjang Terapi Antiepileptics other pada Migraine,"{""disease_entity"": ""Migraine"", ""molecule_entity"": ""Topiramate"", ""drug_class_entity"": ""Antiepileptics other"", ""therapeutic_area"": ""Neurology""}",{},,2025,molecule_without_literal_support,0,1,False
content,C093,EN,Practical Guide: Initiating Tenofovir+Lamivudine in Urinary Tract Infection,"{""disease_entity"": ""Urinary Tract Infection"", ""molecule_entity"": ""Tenofovir+Lamivudine; Tenofovir+Lamivudine"", ""drug_class_entity"": ""NRTIs combination; NRTIs combination"", ""therapeutic_area"": ""Infectious Disease""}",{},,2021,duplicate_metadata,2,0,False
content,C094,EN,"Tenofovir+Lamivudine: Pharmacology, Dosing, and Clinical Use in Urinary Tract Infection","{""disease_entity"": ""Urinary Tract Infection"", ""molecule_entity"": ""Tenofovir+Lamivudine; Tenofovir+Lamivudine"", ""drug_class_entity"": ""NRTIs combination; NRTIs combination"", ""therapeutic_area"": ""Infectious Disease""}","{""dose_context_flag"": true}",,2021,duplicate_metadata,2,0,False
content,C095,EN,Quick Reference: NRTIs combination Dosing in Urinary Tract Infection,"{""disease_entity"": ""Urinary Tract Infection"", ""molecule_entity"": ""Tenofovir+Lamivudine"", ""drug_class_entity"": ""NRTIs combination"", ""therapeutic_area"": ""Infectious Disease""}","{""dose_context_flag"": true}",,2020,molecule_without_literal_support,0,1,False
content,C096,EN,Drug Interactions: Artemether-lumefantrine in Typhoid Fever Patients,"{""disease_entity"": ""Typhoid Fever"", ""molecule_entity"": ""Artemether-lumefantrine"", ""drug_class_entity"": ""Antimalarials"", ""therapeutic_area"": ""Infectious Disease""}",{},,2022,,0,0,False
content,C097,ID,Laporan Kasus: Malaria dengan atrial fibrillation,"{""disease_entity"": ""Malaria"", ""molecule_entity"": ""Tenofovir disoproxil"", ""drug_class_entity"": ""NRTIs"", ""therapeutic_area"": ""Infectious Disease""}",{},,2020,molecule_without_literal_support,0,1,False
content,C098,ID,Hasil Jangka Panjang Terapi NRTIs combination pada Urinary Tract Infection,"{""disease_entity"": ""Urinary Tract Infection"", ""molecule_entity"": ""Tenofovir+Lamivudine"", ""drug_class_entity"": ""NRTIs combination"", ""therapeutic_area"": ""Infectious Disease""}",{},,2020,molecule_without_literal_support,0,1,False
